,film,budget,genres,original_language,popularity,production_companies,release_date,runtime,revenue
6059,On the Road,25000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",en,7.323283,"[{'name': 'American Zoetrope', 'id': 70}, {'name': 'France 2 Cinéma', 'id': 83}, {'name': 'VideoFilmes', 'id': 346}, {'name': 'Vanguard Films', 'id': 614}, {'name': 'Canal+', 'id': 5358}, {'name': 'SPAD Films', 'id': 8372}, {'name': 'MK2 Productions', 'id': 9209}, {'name': 'Film4', 'id': 9349}, {'name': 'Ciné+', 'id': 10611}, {'name': 'France Télévisions', 'id': 11795}, {'name': 'Nomadic Pictures', 'id': 12467}, {'name': 'Kramer & Sigman Films', 'id': 21914}, {'name': 'Jerry Leider Company', 'id': 79077}]",2012-05-22,137.0,
6060,Atomic Blonde,30000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,14.455104,"[{'name': 'Denver and Delilah Productions', 'id': 3574}, {'name': 'Film i Väst', 'id': 6417}, {'name': 'Focus Features', 'id': 10146}, {'name': '87Eleven', 'id': 23008}, {'name': 'Closed on Mondays Entertainment', 'id': 87733}]",2017-07-26,115.0,
6061,The Last Exorcism,1800000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,6.397109,"[{'name': 'Strike Entertainment', 'id': 655}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Arcade Pictures', 'id': 11112}]",2010-08-27,87.0,
6062,Bridge to Terabithia,60000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",en,8.460206,"[{'name': 'Walden Media', 'id': 10221}, {'name': 'Hal Lieberman Company', 'id': 23890}, {'name': 'Lauren Levine Productions Inc.', 'id': 60611}]",2007-02-16,96.0,
6063,Life Partners,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",en,4.782116,"[{'name': 'Haven Entertainment', 'id': 19548}, {'name': 'Sandia Media', 'id': 25706}, {'name': 'Minerva Productions', 'id': 37578}]",2014-12-05,95.0,
6064,One Flew Over the Cuckoo's Nest,3000000.0,"[{'id': 18, 'name': 'Drama'}]",en,35.529554,"[{'name': 'United Artists', 'id': 60}, {'name': 'Fantasy Films', 'id': 286}, {'name': 'Warner Bros.', 'id': 6194}]",1975-11-18,133.0,
6065,Over the Top,25000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",en,8.431956,"[{'name': 'Cannon Group', 'id': 1444}, {'name': 'Golan-Globus', 'id': 1445}, {'name': 'Warner Bros.', 'id': 6194}]",1987-02-13,93.0,
6066,One Hundred and One Dalmatians,4000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,15.727519,"[{'name': 'Walt Disney Productions', 'id': 3166}]",2061-01-25,79.0,
6067,Sholem Aleichem: Laughing In The Darkness,500000.0,"[{'id': 99, 'name': 'Documentary'}]",en,0.086226,,2012-02-24,93.0,
6068,The Interpreter,80000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,12.047671,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Mirage Enterprises', 'id': 932}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Misher Films', 'id': 11581}, {'name': 'Motion Picture JOTA Produktions', 'id': 20194}]",2005-04-08,128.0,
6069,Paddington,55000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",en,15.686837,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'StudioCanal', 'id': 694}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Canal+', 'id': 5358}, {'name': 'Heyday Films', 'id': 7364}, {'name': 'Ciné+', 'id': 10611}, {'name': 'Anton Capital Entertainment (ACE)', 'id': 20664}, {'name': 'TF1', 'id': 22123}, {'name': 'Amazon Prime Instant Video', 'id': 58773}]",2014-11-27,95.0,
6070,Heart Condition,0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",en,5.531486,"[{'name': 'New Line Cinema', 'id': 12}]",1990-02-02,100.0,
6071,A Nightmare on Elm Street,1800000.0,"[{'id': 27, 'name': 'Horror'}]",en,13.694713,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Smart Egg Pictures', 'id': 1531}]",1984-11-14,91.0,
6072,The Apartment,3000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,11.994281,"[{'name': 'United Artists', 'id': 60}, {'name': 'The Mirisch Company', 'id': 11241}]",2060-06-15,125.0,
6073,Expelled: No Intelligence Allowed,3500000.0,"[{'id': 99, 'name': 'Documentary'}]",en,1.787297,"[{'name': 'Premise Media Corporation', 'id': 2736}]",2008-04-18,90.0,
6074,V/H/S: Viral,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,8.918611,"[{'name': 'Bloody Disgusting', 'id': 15157}, {'name': '8383 Productions', 'id': 15158}]",2014-10-23,81.0,
6075,I Am Sam,22000000.0,"[{'id': 18, 'name': 'Drama'}]",en,12.935016,"[{'name': 'New Line Cinema', 'id': 12}]",2001-12-28,132.0,
6076,Goliyon Ki Raasleela Ram-Leela,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",hi,6.034115,"[{'name': 'SLB Films', 'id': 3171}, {'name': 'Eros International', 'id': 3653}]",2013-11-15,150.0,
6077,Bridesmaids,32500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,6.810991,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Apatow Productions', 'id': 10105}]",2011-04-28,125.0,
6078,Assassin's Creed,125000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",en,27.54107,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'The Kennedy/Marshall Company', 'id': 862}, {'name': 'Ubisoft', 'id': 4615}, {'name': 'CatchPlay', 'id': 8870}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Latina Pictures', 'id': 19108}, {'name': 'RatPac Entertainment', 'id': 28732}, {'name': 'Monarchy Enterprises S.a.r.l.', 'id': 77845}, {'name': 'Ubisoft Motion Pictures', 'id': 83857}, {'name': 'DMC Film', 'id': 86766}, {'name': 'Alpha Pictures', 'id': 86767}]",2016-12-21,115.0,
6079,Forced Vengeance,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",en,1.112171,"[{'name': 'SLM Production Group', 'id': 396}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",1982-07-30,90.0,
6080,Dheena,500000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",ta,0.349478,"[{'name': 'Vijayam Cine Combines', 'id': 80492}]",2001-01-14,157.0,
6081,Soul Kitchen,5000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",de,4.79386,"[{'name': 'Corazón International', 'id': 200}, {'name': 'Biograf Jan Svěrák', 'id': 6419}]",2009-09-09,99.0,
6082,The Social Network,40000000.0,"[{'id': 18, 'name': 'Drama'}]",en,16.972995,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Relativity Media', 'id': 7295}]",2010-09-30,120.0,
6083,Fright Night,9000000.0,"[{'id': 27, 'name': 'Horror'}]",en,7.472509,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Delphi IV Productions', 'id': 7401}, {'name': 'Vistar Films', 'id': 7402}]",1985-08-02,106.0,
6084,The Man Who Loved Women,19000000.0,"[{'id': 35, 'name': 'Comedy'}]",en,5.214505,"[{'name': 'Columbia Pictures', 'id': 5}]",1983-12-18,110.0,
6085,Inhale,10000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,4.163207,"[{'name': '26 Films', 'id': 2157}]",2010-08-27,100.0,
6086,Being John Malkovich,13000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,11.416319,"[{'name': 'Gramercy Pictures', 'id': 37}, {'name': 'Propaganda Films', 'id': 278}, {'name': 'Single Cell Pictures', 'id': 279}]",1999-09-30,112.0,
6087,The End of the Tour,0.0,"[{'id': 18, 'name': 'Drama'}]",en,9.201378,"[{'name': 'A24', 'id': 41077}]",2015-07-31,106.0,
6088,Police Story 3: Supercop,900000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",cn,6.751864,"[{'name': 'Golden Harvest Company', 'id': 2521}, {'name': 'Golden Way Films Ltd.', 'id': 3054}]",1992-07-04,95.0,
6089,Hulk,137000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,15.422638,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Good Machine', 'id': 10565}, {'name': 'Valhalla Motion Pictures', 'id': 11533}, {'name': 'Marvel Enterprises', 'id': 19551}]",2003-06-19,138.0,
6090,Pépé le Moko,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",fr,2.57335,"[{'name': 'Paris Film', 'id': 7046}]",2037-01-28,94.0,
6091,Vaaranam Aayiram,3000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",ta,0.505589,,2008-11-14,169.0,
6092,Prince of Darkness,3000000.0,"[{'id': 27, 'name': 'Horror'}]",en,8.587231,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Carolco Pictures', 'id': 14723}, {'name': 'Alive Films', 'id': 17823}, {'name': 'Larry Franco Productions', 'id': 17824}]",1987-10-23,101.0,
6093,The Boxtrolls,60000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,11.563909,"[{'name': 'Laika Entertainment', 'id': 11537}]",2014-09-10,97.0,
6094,"Crouching Tiger, Hidden Dragon",17000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",zh,19.944953,"[{'name': 'Sony Pictures Classics', 'id': 58}, {'name': 'China Film Co-Production Corporation', 'id': 2269}, {'name': 'Columbia Pictures Film Production Asia', 'id': 2798}, {'name': 'Good Machine', 'id': 10565}, {'name': 'EDKO Film', 'id': 12205}, {'name': 'Asia Union Film & Entertainment Ltd.', 'id': 20289}, {'name': 'United China Vision', 'id': 20290}, {'name': 'Zoom Hunt International Productions Company Ltd.', 'id': 20291}]",2000-10-01,120.0,
6095,Only God Forgives,4800000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,6.069475,"[{'name': 'Gaumont', 'id': 9}, {'name': 'Wild Bunch', 'id': 856}, {'name': 'Bold Films', 'id': 2266}, {'name': 'Film i Väst', 'id': 17513}, {'name': 'A Grand Elephant', 'id': 19865}]",2013-05-30,90.0,
6096,At Close Range,6500000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,10.092348,"[{'name': 'Orion Pictures', 'id': 41}]",1986-04-18,111.0,
6097,Sheena,25000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",en,4.11214,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Delphi II Productions', 'id': 7585}, {'name': 'Colgems Productions Ltd.', 'id': 35061}]",1984-08-17,117.0,
6098,The Object of My Affection,15000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,6.715856,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",1998-04-17,111.0,
6099,Disturbing Behavior,15000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",en,11.054751,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Beacon Communications', 'id': 919}, {'name': 'Hoyts Film Partnership', 'id': 2848}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Behavioral Problem Productions Ltd.', 'id': 33088}]",1998-07-24,84.0,
6100,Face/Off,80000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,11.467391,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Permut Presentations', 'id': 455}, {'name': 'WCG Entertainment Productions', 'id': 456}, {'name': 'Douglas/Reuther Productions', 'id': 458}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Krane Entertainment', 'id': 25358}]",1997-06-27,138.0,
6101,Mirrors,35000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,8.612618,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Castel Film Romania', 'id': 1370}, {'name': 'ASAF', 'id': 3273}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Luna Pictures', 'id': 15361}]",2008-08-15,110.0,
6102,Saving Mr. Banks,35000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,15.130888,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'BBC Films', 'id': 288}, {'name': 'Ruby Films', 'id': 2054}, {'name': 'Essential Media & Entertainment', 'id': 6747}, {'name': 'Hopscotch Features', 'id': 21079}]",2013-11-16,125.0,
6103,Anne Frank Remembered,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",en,0.243986,,1995-06-08,117.0,
6104,Flesh and Bone,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",en,1.896869,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Spring Creek Productions', 'id': 705}, {'name': 'Mirage', 'id': 19534}]",1993-11-05,126.0,
6105,October Baby,0.0,"[{'id': 18, 'name': 'Drama'}]",en,1.604527,,2011-10-30,107.0,
6106,The Year of the Yao,0.0,"[{'id': 99, 'name': 'Documentary'}]",en,0.562054,"[{'name': 'NBA Entertainment', 'id': 4396}]",2004-09-16,88.0,
6107,1911,30000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",zh,3.835131,"[{'name': 'Variance Films', 'id': 15071}]",2011-07-03,125.0,
6108,Dogtooth,0.0,"[{'id': 18, 'name': 'Drama'}]",el,17.713581,"[{'name': 'Greek Film Center', 'id': 7254}, {'name': 'Boo Productions', 'id': 15113}, {'name': 'Horsefly Productions', 'id': 15115}]",2009-06-01,94.0,
6109,Spy Kids 2: The Island of Lost Dreams,38000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",en,7.164131,"[{'name': 'Dimension Films', 'id': 7405}]",2002-08-07,100.0,
6110,Running Time,130000.0,"[{'id': 80, 'name': 'Crime'}]",en,0.471913,"[{'name': 'Blood Money Partners LP', 'id': 16004}, {'name': 'Panoramic Pictures', 'id': 16005}]",1997-12-18,70.0,
6111,Mutant World,0.0,"[{'id': 878, 'name': 'Science Fiction'}]",en,1.044936,"[{'name': 'Nomadic Pictures', 'id': 12467}]",2014-09-27,85.0,
6112,Someone to Watch Over Me,17000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",en,3.50111,"[{'name': 'Columbia Pictures', 'id': 5}]",1987-10-09,106.0,
6113,Matilda,36000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,10.034915,"[{'name': 'Jersey Films', 'id': 216}, {'name': 'TriStar Pictures', 'id': 559}]",1996-08-02,98.0,
6114,Beowulf,70000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}]",en,9.951195,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Shangri-La Entertainment', 'id': 2265}, {'name': 'ImageMovers', 'id': 11395}, {'name': 'Paramount Animation', 'id': 24955}]",2007-11-05,115.0,
6115,Very Annie Mary,0.0,"[{'id': 35, 'name': 'Comedy'}]",en,0.474556,"[{'name': 'Dragon Pictures', 'id': 2997}, {'name': 'Canal+', 'id': 5358}, {'name': 'Filmfour', 'id': 6705}, {'name': 'Arts Council of Wales', 'id': 75885}]",2001-05-25,104.0,
6116,Journey to the Center of the Earth,0.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",en,10.38937,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Cooga Mooga', 'id': 10199}, {'name': 'Joseph M. Schenck Enterprises', 'id': 10200}]",2059-12-14,132.0,
6117,Pokémon: The First Movie: Mewtwo Strikes Back,30000000.0,"[{'id': 16, 'name': 'Animation'}]",ja,7.556826,"[{'name': 'TV Tokyo', 'id': 3034}, {'name': '4 Kids Entertainment', 'id': 3035}, {'name': 'Shogakukan Production', 'id': 5261}, {'name': 'Media Factory', 'id': 7967}, {'name': 'Nintendo', 'id': 12288}, {'name': 'Creatures', 'id': 12307}, {'name': 'Tomy', 'id': 13070}, {'name': 'Oriental Light and Magic (OLM)', 'id': 66289}, {'name': 'GAME FREAK', 'id': 76467}, {'name': ""Pikachu Project '98"", 'id': 76468}, {'name': 'JR Kikaku', 'id': 76469}]",1998-07-18,75.0,
6118,Foodfight!,65000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,6.693589,"[{'name': 'Threshold Entertainment', 'id': 4174}, {'name': 'Lions Gate Family Entertainment', 'id': 6574}]",2012-06-15,87.0,
6119,Think Like a Man Too,24000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,7.576924,"[{'name': 'Will Packer Productions', 'id': 49968}]",2014-06-20,105.0,
6120,The Work and the Glory III: A House Divided,6500000.0,"[{'id': 18, 'name': 'Drama'}]",en,0.752508,,2006-11-22,89.0,
6121,Sphere,75000000.0,"[{'id': 878, 'name': 'Science Fiction'}]",en,7.124735,"[{'name': 'Punch Productions', 'id': 2154}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Baltimore Pictures', 'id': 11407}, {'name': 'Constant c Productions', 'id': 23370}]",1998-02-13,134.0,
6122,Mugavari,500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,0.284847,,2000-02-02,157.0,
6123,I Hope They Serve Beer in Hell,7000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,3.208138,,2009-09-25,106.0,
6124,My Brother Is an Only Child,5000000.0,"[{'id': 35, 'name': 'Comedy'}]",it,4.391819,"[{'name': 'Cattleya', 'id': 10102}, {'name': 'Babe Film', 'id': 22393}, {'name': 'Ministero per i Beni e le Attività Culturali', 'id': 26260}, {'name': 'Film Commission Torino-Piemonte', 'id': 26261}]",2007-04-20,108.0,
6125,Torn Curtain,3000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,6.243248,"[{'name': 'Universal Pictures', 'id': 33}]",2066-07-13,128.0,
6126,Once Upon a Time in China III,0.0,"[{'id': 28, 'name': 'Action'}]",cn,8.507688,"[{'name': 'Golden Harvest Company', 'id': 2521}, {'name': 'Film Workshop', 'id': 3618}]",1993-01-01,105.0,
6127,Poseidon,160000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,6.581669,"[{'name': 'Virtual Studios', 'id': 449}, {'name': 'Next Entertainment', 'id': 1633}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Irwin Allen Productions', 'id': 14024}, {'name': 'Radiant Productions', 'id': 18990}, {'name': 'Synthesis Entertainment', 'id': 19943}]",2006-05-12,99.0,
6128,One Piece Film: GOLD,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",ja,5.40012,"[{'name': 'Fuji Television Network', 'id': 3341}, {'name': 'FUNimation Entertainment', 'id': 3964}, {'name': 'Toei Animation', 'id': 5542}, {'name': 'Toei Company', 'id': 9255}]",2016-07-23,120.0,
6129,Last Days in Vietnam,0.0,"[{'id': 10752, 'name': 'War'}, {'id': 99, 'name': 'Documentary'}]",en,1.566256,,2014-09-05,98.0,
6130,The Wrong Man,1200000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",en,8.56081,"[{'name': 'Warner Bros.', 'id': 6194}]",2056-12-22,105.0,
6131,Head Games,0.0,"[{'id': 99, 'name': 'Documentary'}]",en,0.182227,"[{'name': 'Head Games the Film', 'id': 13231}]",2012-09-21,96.0,
6132,P2,8000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,9.276709,"[{'name': 'Summit Entertainment', 'id': 491}]",2007-11-09,98.0,
6133,London Boulevard,25000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",en,11.421915,"[{'name': 'GK Films', 'id': 3281}, {'name': 'Henceforth', 'id': 6899}, {'name': 'Projection Pictures', 'id': 21923}, {'name': 'London Boulevard', 'id': 43792}]",2010-11-10,103.0,
6134,Hard Target,18000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,7.834351,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Renaissance Pictures', 'id': 467}, {'name': 'Alphaville Films', 'id': 11462}]",1993-08-20,97.0,
6135,Harry Potter and the Deathly Hallows: Part 2,125000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",en,24.990737,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Heyday Films', 'id': 7364}]",2011-07-07,130.0,
6136,Supergirl,35000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,11.932675,"[{'name': 'St. Michael Finance Limited', 'id': 76460}, {'name': 'Artistry Limited', 'id': 76461}, {'name': 'Investors In Industry PLC', 'id': 76462}, {'name': 'Robert Fleming Leasing Limited', 'id': 76463}]",1984-11-19,124.0,
6137,Lover Come Back,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,5.076113,"[{'name': '7 Pictures', 'id': 5823}, {'name': 'Universal International Pictures (UI)', 'id': 10330}]",2061-11-20,107.0,
6138,Batman v Superman: Dawn of Justice,250000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",en,31.435879,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}, {'name': 'Cruel & Unusual Films', 'id': 9995}, {'name': 'RatPac-Dune Entertainment', 'id': 41624}]",2016-03-23,151.0,
6139,Red Road,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,11.054764,,2006-05-20,105.0,
6140,The Eye,12000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,8.233662,"[{'name': 'Paramount Vantage', 'id': 838}, {'name': 'VN Productions', 'id': 4622}]",2008-02-01,98.0,
6141,Blancanieves,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",en,4.048978,"[{'name': 'Eurimages', 'id': 850}, {'name': 'Motion Investment Group', 'id': 1991}, {'name': 'Arte France', 'id': 6111}, {'name': 'Televisión Española (TVE)', 'id': 6639}, {'name': 'Televisió de Catalunya TV3', 'id': 6778}, {'name': 'Arte France Cinéma', 'id': 6916}, {'name': 'Arcadia Motion Pictures', 'id': 7543}, {'name': 'Noodles Production', 'id': 7792}, {'name': 'uFilm', 'id': 8676}, {'name': 'Banque Postale Image 4', 'id': 8907}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'id': 9974}, {'name': 'Le Tax Shelter du Gouvernement Fédéral de Belgique', 'id': 11921}, {'name': 'Palatine Étoile 9', 'id': 12100}, {'name': ""Centre National du Cinéma et de L'image Animée (CNC)"", 'id': 17298}, {'name': 'Umedia', 'id': 19037}, {'name': 'uFund', 'id': 22127}, {'name': 'Institut Català de les Empreses Culturals (ICEC)', 'id': 35559}, {'name': 'Sundance Institute, The', 'id': 37264}, {'name': 'Nix Films', 'id': 53195}, {'name': 'Kraken Films, The', 'id': 66894}, {'name': 'Sisifo Films AIE', 'id': 78943}]",2012-09-21,104.0,
